no,en,pos,CEFR,NGSL순위,분류,출처태그,kr,수능태그,중국어,일본어
1051,sufficient,adjective,B1,1930,내용어,[CEFR-J B1][NGSL 1930],,,,
1052,update,verb,B1,1931,내용어,[CEFR-J B1][NGSL 1931],,,,
1053,preserve,verb,B1,1933,내용어,[CEFR-J B1][NGSL 1933],,,,
1054,split,adjective,A2,1934,내용어,[CEFR-J A2][NGSL 1934],,,,
1055,illness,noun,B1,1936,내용어,[CEFR-J B1][NGSL 1936],,,,
1056,journalist,noun,B1,1937,내용어,[CEFR-J B1][NGSL 1937],,,,
1057,sudden,adjective,A2,1938,내용어,[CEFR-J A2][NGSL 1938],,,,
1058,advertisement,noun,A2,1939,내용어,[CEFR-J A2][NGSL 1939],,,,
1059,aside,adverb,B1,1942,기능어,[CEFR-J B1][NGSL 1942],,,,
1060,comfort,noun,B1,1943,내용어,[CEFR-J B1][NGSL 1943],,,,
1061,severe,adjective,B1,1945,내용어,[CEFR-J B1][NGSL 1945],,,,
1062,gene,noun,B1,1946,내용어,[CEFR-J B1][NGSL 1946],,,,
1063,primarily,adverb,B1,1952,기능어,[CEFR-J B1][NGSL 1952],,,,
1064,bet,verb,B1,1956,내용어,[CEFR-J B1][NGSL 1956],,,,
1065,retain,verb,B1,1957,내용어,[CEFR-J B1][NGSL 1957],,,,
1066,sequence,noun,B1,1958,내용어,[CEFR-J B1][NGSL 1958],,,,
1067,plain,adjective,B1,1959,내용어,[CEFR-J B1][NGSL 1959],,,,
1068,volunteer,verb,B1,1960,내용어,[CEFR-J B1][NGSL 1960],,,,
1069,calm,adjective,B1,1962,내용어,[CEFR-J B1][NGSL 1962],,,,
1070,abandon,verb,B1,1963,내용어,[CEFR-J B1][NGSL 1963],,,,
1071,examination,noun,B1,1964,내용어,[CEFR-J B1][NGSL 1964],,,,
1072,silence,noun,A2,1965,내용어,[CEFR-J A2][NGSL 1965],,,,
1073,rapidly,adverb,B1,1966,기능어,[CEFR-J B1][NGSL 1966],,,,
1074,efficient,adjective,B1,1967,내용어,[CEFR-J B1][NGSL 1967],,,,
1075,delight,noun,B1,1969,내용어,[CEFR-J B1][NGSL 1969],,,,
1076,lean,adjective,B1,1972,내용어,[CEFR-J B1][NGSL 1972],,,,
1077,dramatic,adjective,B1,1973,내용어,[CEFR-J B1][NGSL 1973],,,,
1078,differ,verb,B1,1974,내용어,[CEFR-J B1][NGSL 1974],,,,
1079,grateful,adjective,A2,1975,내용어,[CEFR-J A2][NGSL 1975],,,,
1080,distribute,verb,B1,1978,내용어,[CEFR-J B1][NGSL 1978],,,,
1081,derive,verb,B1,1980,내용어,[CEFR-J B1][NGSL 1980],,,,
1082,unemployment,noun,B1,1982,내용어,[CEFR-J B1][NGSL 1982],,,,
1083,crop,noun,B1,1984,내용어,[CEFR-J B1][NGSL 1984],,,,
1084,minority,noun,B1,1985,내용어,[CEFR-J B1][NGSL 1985],,,,
1085,origin,noun,B1,1986,내용어,[CEFR-J B1][NGSL 1986],,,,
1086,gentleman,noun,B1,1988,내용어,[CEFR-J B1][NGSL 1988],,,,
1087,landscape,noun,A2,1990,내용어,[CEFR-J A2][NGSL 1990],,,,
1088,educate,verb,B1,1991,내용어,[CEFR-J B1][NGSL 1991],,,,
1089,fault,noun,A2,1993,내용어,[CEFR-J A2][NGSL 1993],,,,
1090,minor,adjective,B1,1995,내용어,[CEFR-J B1][NGSL 1995],,,,
1091,hunt,noun,B1,1996,내용어,[CEFR-J B1][NGSL 1996],,,,
1092,storm,noun,A2,1997,내용어,[CEFR-J A2][NGSL 1997],,,,
1093,achievement,noun,B1,1999,내용어,[CEFR-J B1][NGSL 1999],,,,
1094,negotiate,verb,B1,2000,내용어,[CEFR-J B1][NGSL 2000],,,,
1095,prize,noun,B1,2003,내용어,[CEFR-J B1][NGSL 2003],,,,
1096,typically,adverb,B1,2004,기능어,[CEFR-J B1][NGSL 2004],,,,
1097,wing,noun,B1,2007,내용어,[CEFR-J B1][NGSL 2007],,,,
1098,laughter,noun,B1,2009,내용어,[CEFR-J B1][NGSL 2009],,,,
1099,deeply,adverb,A2,2010,기능어,[CEFR-J A2][NGSL 2010],,,,
1100,electricity,noun,B1,2012,내용어,[CEFR-J B1][NGSL 2012],,,,
1101,assistance,noun,B1,2013,내용어,[CEFR-J B1][NGSL 2013],,,,
1102,roof,noun,A2,2014,내용어,[CEFR-J A2][NGSL 2014],,,,
1103,proof,noun,B1,2019,내용어,[CEFR-J B1][NGSL 2019],,,,
1104,soil,verb,B1,2020,내용어,[CEFR-J B1][NGSL 2020],,,,
1105,layer,noun,B1,2022,내용어,[CEFR-J B1][NGSL 2022],,,,
1106,upset,adjective,A2,2023,내용어,[CEFR-J A2][NGSL 2023],,,,
1107,preparation,noun,B1,2026,내용어,[CEFR-J B1][NGSL 2026],,,,
1108,agenda,noun,B1,2028,내용어,[CEFR-J B1][NGSL 2028],,,,
1109,emphasis,noun,B1,2029,내용어,[CEFR-J B1][NGSL 2029],,,,
1110,edition,noun,B1,2030,내용어,[CEFR-J B1][NGSL 2030],,,,
1111,silver,adjective,A2,2031,내용어,[CEFR-J A2][NGSL 2031],,,,
1112,entertainment,noun,A2,2032,내용어,[CEFR-J A2][NGSL 2032],,,,
1113,honest,adjective,B1,2033,내용어,[CEFR-J B1][NGSL 2033],,,,
1114,retail,noun,B1,2035,내용어,[CEFR-J B1][NGSL 2035],,,,
1115,wire,noun,B1,2036,내용어,[CEFR-J B1][NGSL 2036],,,,
1116,unlikely,adjective,B1,2037,내용어,[CEFR-J B1][NGSL 2037],,,,
1117,gay,adjective,B1,2038,내용어,[CEFR-J B1][NGSL 2038],,,,
1118,slight,noun,B1,2040,내용어,[CEFR-J B1][NGSL 2040],,,,
1119,unknown,adjective,A2,2041,내용어,[CEFR-J A2][NGSL 2041],,,,
1120,zone,noun,A2,2043,내용어,[CEFR-J A2][NGSL 2043],,,,
1121,restrict,verb,B1,2044,내용어,[CEFR-J B1][NGSL 2044],,,,
1122,trace,noun,B1,2045,내용어,[CEFR-J B1][NGSL 2045],,,,
1123,inch,noun,A2,2046,내용어,[CEFR-J A2][NGSL 2046],,,,
1124,solid,adjective,B1,2048,내용어,[CEFR-J B1][NGSL 2048],,,,
1125,elderly,adjective,A2,2050,내용어,[CEFR-J A2][NGSL 2050],,,,
1126,owe,verb,B1,2051,내용어,[CEFR-J B1][NGSL 2051],,,,
1127,governor,noun,B1,2052,내용어,[CEFR-J B1][NGSL 2052],,,,
1128,uniform,adjective,A2,2053,내용어,[CEFR-J A2][NGSL 2053],,,,
1129,port,noun,B1,2054,내용어,[CEFR-J B1][NGSL 2054],,,,
1130,arrival,noun,B1,2056,내용어,[CEFR-J B1][NGSL 2056],,,,
1131,gate,noun,A2,2058,내용어,[CEFR-J A2][NGSL 2058],,,,
1132,beer,noun,A2,2060,내용어,[CEFR-J A2][NGSL 2060],,,,
1133,specialist,noun,B1,2061,내용어,[CEFR-J B1][NGSL 2061],,,,
1134,mood,noun,A2,2064,내용어,[CEFR-J A2][NGSL 2064],,,,
1135,episode,noun,A2,2065,내용어,[CEFR-J A2][NGSL 2065],,,,
1136,numerous,adjective,B1,2067,내용어,[CEFR-J B1][NGSL 2067],,,,
1137,symptom,noun,B1,2069,내용어,[CEFR-J B1][NGSL 2069],,,,
1138,era,noun,B1,2071,내용어,[CEFR-J B1][NGSL 2071],,,,
1139,tension,noun,B1,2073,내용어,[CEFR-J B1][NGSL 2073],,,,
1140,nervous,adjective,A2,2076,내용어,[CEFR-J A2][NGSL 2076],,,,
1141,prisoner,noun,B1,2079,내용어,[CEFR-J B1][NGSL 2079],,,,
1142,eliminate,verb,B1,2080,내용어,[CEFR-J B1][NGSL 2080],,,,
1143,wet,adjective,A2,2082,내용어,[CEFR-J A2][NGSL 2082],,,,
1144,string,noun,A2,2087,내용어,[CEFR-J A2][NGSL 2087],,,,
1145,persuade,verb,B1,2089,내용어,[CEFR-J B1][NGSL 2089],,,,
1146,inspire,verb,B1,2090,내용어,[CEFR-J B1][NGSL 2090],,,,
1147,phenomenon,noun,B1,2094,내용어,[CEFR-J B1][NGSL 2094],,,,
1148,pupil,noun,B1,2095,내용어,[CEFR-J B1][NGSL 2095],,,,
1149,assist,verb,B1,2097,내용어,[CEFR-J B1][NGSL 2097],,,,
1150,restore,verb,B1,2098,내용어,[CEFR-J B1][NGSL 2098],,,,
1151,formula,noun,B1,2099,내용어,[CEFR-J B1][NGSL 2099],,,,
1152,routine,noun,B1,2102,내용어,[CEFR-J B1][NGSL 2102],,,,
1153,sink,noun,A2,2103,내용어,[CEFR-J A2][NGSL 2103],,,,
1154,stare,verb,B1,2104,내용어,[CEFR-J B1][NGSL 2104],,,,
1155,anymore,adverb,A2,2105,기능어,[CEFR-J A2][NGSL 2105],,,,
1156,hero,noun,A2,2106,내용어,[CEFR-J A2][NGSL 2106],,,,
1157,supporter,noun,B1,2107,내용어,[CEFR-J B1][NGSL 2107],,,,
1158,steady,adjective,B1,2109,내용어,[CEFR-J B1][NGSL 2109],,,,
1159,disaster,noun,B1,2115,내용어,[CEFR-J B1][NGSL 2115],,,,
1160,pace,noun,B1,2116,내용어,[CEFR-J B1][NGSL 2116],,,,
1161,heavily,adverb,A2,2117,기능어,[CEFR-J A2][NGSL 2117],,,,
1162,terrorist,adjective,A2,2119,내용어,[CEFR-J A2][NGSL 2119],,,,
1163,fascinate,verb,B1,2122,내용어,[CEFR-J B1][NGSL 2122],,,,
1164,whenever,adverb,B1,2125,기능어,[CEFR-J B1][NGSL 2125],,,,
1165,depression,noun,B1,2126,내용어,[CEFR-J B1][NGSL 2126],,,,
1166,guilty,adjective,B1,2127,내용어,[CEFR-J B1][NGSL 2127],,,,
1167,distinction,noun,B1,2130,내용어,[CEFR-J B1][NGSL 2130],,,,
1168,satisfaction,noun,B1,2131,내용어,[CEFR-J B1][NGSL 2131],,,,
1169,pour,verb,A2,2133,내용어,[CEFR-J A2][NGSL 2133],,,,
1170,anger,noun,B1,2138,내용어,[CEFR-J B1][NGSL 2138],,,,
1171,pub,noun,B1,2139,내용어,[CEFR-J B1][NGSL 2139],,,,
1172,naturally,adverb,B1,2141,기능어,[CEFR-J B1][NGSL 2141],,,,
1173,currency,noun,B1,2142,내용어,[CEFR-J B1][NGSL 2142],,,,
1174,initially,adverb,B1,2144,기능어,[CEFR-J B1][NGSL 2144],,,,
1175,stream,noun,B1,2146,내용어,[CEFR-J B1][NGSL 2146],,,,
1176,rarely,adverb,B1,2147,기능어,[CEFR-J B1][NGSL 2147],,,,
1177,height,noun,B1,2148,내용어,[CEFR-J B1][NGSL 2148],,,,
1178,apparent,adjective,B1,2149,내용어,[CEFR-J B1][NGSL 2149],,,,
1179,constantly,adverb,B1,2152,기능어,[CEFR-J B1][NGSL 2152],,,,
1180,muscle,noun,B1,2153,내용어,[CEFR-J B1][NGSL 2153],,,,
1181,scare,verb,B1,2154,내용어,[CEFR-J B1][NGSL 2154],,,,
1182,badly,adverb,A2,2155,기능어,[CEFR-J A2][NGSL 2155],,,,
1183,essay,noun,A2,2159,내용어,[CEFR-J A2][NGSL 2159],,,,
1184,scream,noun,A2,2160,내용어,[CEFR-J A2][NGSL 2160],,,,
1185,furniture,noun,A2,2164,내용어,[CEFR-J A2][NGSL 2164],,,,
1186,symbol,noun,A2,2165,내용어,[CEFR-J A2][NGSL 2165],,,,
1187,apartment,noun,A2,2166,내용어,[CEFR-J A2][NGSL 2166],,,,
1188,demonstration,noun,B1,2167,내용어,[CEFR-J B1][NGSL 2167],,,,
1189,platform,noun,B1,2169,내용어,[CEFR-J B1][NGSL 2169],,,,
1190,steel,noun,B1,2170,내용어,[CEFR-J B1][NGSL 2170],,,,
1191,transform,verb,B1,2172,내용어,[CEFR-J B1][NGSL 2172],,,,
1192,wound,noun,B1,2173,내용어,[CEFR-J B1][NGSL 2173],,,,
1193,foundation,noun,B1,2175,내용어,[CEFR-J B1][NGSL 2175],,,,
1194,designer,noun,B1,2176,내용어,[CEFR-J B1][NGSL 2176],,,,
1195,strain,noun,B1,2177,내용어,[CEFR-J B1][NGSL 2177],,,,
1196,trail,noun,B1,2181,내용어,[CEFR-J B1][NGSL 2181],,,,
1197,trap,noun,A2,2182,내용어,[CEFR-J A2][NGSL 2182],,,,
1198,loose,adjective,A2,2183,내용어,[CEFR-J A2][NGSL 2183],,,,
1199,wealth,noun,A2,2185,내용어,[CEFR-J A2][NGSL 2185],,,,
1200,gradually,adverb,A2,2186,기능어,[CEFR-J A2][NGSL 2186],,,,
1201,tank,noun,B1,2187,내용어,[CEFR-J B1][NGSL 2187],,,,
1202,remarkable,adjective,B1,2189,내용어,[CEFR-J B1][NGSL 2189],,,,
1203,tune,noun,A2,2190,내용어,[CEFR-J A2][NGSL 2190],,,,
1204,invitation,noun,B1,2192,내용어,[CEFR-J B1][NGSL 2192],,,,
1205,frighten,verb,A2,2194,내용어,[CEFR-J A2][NGSL 2194],,,,
1206,breed,verb,B1,2196,내용어,[CEFR-J B1][NGSL 2196],,,,
1207,extraordinary,adjective,B1,2197,내용어,[CEFR-J B1][NGSL 2197],,,,
1208,brilliant,adjective,A2,2198,내용어,[CEFR-J A2][NGSL 2198],,,,
1209,stem,verb,B1,2200,내용어,[CEFR-J B1][NGSL 2200],,,,
1210,mirror,noun,A2,2203,내용어,[CEFR-J A2][NGSL 2203],,,,
1211,awful,adjective,A2,2204,내용어,[CEFR-J A2][NGSL 2204],,,,
1212,adjust,verb,A2,2206,내용어,[CEFR-J A2][NGSL 2206],,,,
1213,creative,adjective,A2,2207,내용어,[CEFR-J A2][NGSL 2207],,,,
1214,nowadays,adverb,A2,2208,기능어,[CEFR-J A2][NGSL 2208],,,,
1215,agricultural,adjective,B1,2210,내용어,[CEFR-J B1][NGSL 2210],,,,
1216,competitor,noun,B1,2211,내용어,[CEFR-J B1][NGSL 2211],,,,
1217,alcohol,noun,B1,2212,내용어,[CEFR-J B1][NGSL 2212],,,,
1218,van,noun,B1,2215,내용어,[CEFR-J B1][NGSL 2215],,,,
1219,confident,adjective,A2,2216,내용어,[CEFR-J A2][NGSL 2216],,,,
1220,planet,noun,A2,2217,내용어,[CEFR-J A2][NGSL 2217],,,,
1221,curve,noun,B1,2218,내용어,[CEFR-J B1][NGSL 2218],,,,
1222,overcome,verb,B1,2220,내용어,[CEFR-J B1][NGSL 2220],,,,
1223,web,noun,A2,2221,내용어,[CEFR-J A2][NGSL 2221],,,,
1224,depth,noun,B1,2222,내용어,[CEFR-J B1][NGSL 2222],,,,
1225,entrance,noun,A2,2223,내용어,[CEFR-J A2][NGSL 2223],,,,
1226,log,noun,B1,2224,내용어,[CEFR-J B1][NGSL 2224],,,,
1227,giant,adjective,B1,2225,내용어,[CEFR-J B1][NGSL 2225],,,,
1228,independence,noun,A2,2231,내용어,[CEFR-J A2][NGSL 2231],,,,
1229,inner,adjective,A2,2233,내용어,[CEFR-J A2][NGSL 2233],,,,
1230,harm,verb,A2,2234,내용어,[CEFR-J A2][NGSL 2234],,,,
1231,shadow,noun,A2,2237,내용어,[CEFR-J A2][NGSL 2237],,,,
1232,strip,noun,B1,2238,내용어,[CEFR-J B1][NGSL 2238],,,,
1233,smooth,adjective,A2,2239,내용어,[CEFR-J A2][NGSL 2239],,,,
1234,impress,verb,A2,2241,내용어,[CEFR-J A2][NGSL 2241],,,,
1235,exam,noun,A2,2242,내용어,[CEFR-J A2][NGSL 2242],,,,
1236,vice,adjective,B1,2243,내용어,[CEFR-J B1][NGSL 2243],,,,
1237,similarly,adverb,B1,2245,기능어,[CEFR-J B1][NGSL 2245],,,,
1238,behave,verb,B1,2246,내용어,[CEFR-J B1][NGSL 2246],,,,
1239,loud,adjective,B1,2247,내용어,[CEFR-J B1][NGSL 2247],,,,
1240,infection,noun,B1,2250,내용어,[CEFR-J B1][NGSL 2250],,,,
1241,efficiency,noun,B1,2252,내용어,[CEFR-J B1][NGSL 2252],,,,
1242,regularly,adverb,A2,2255,기능어,[CEFR-J A2][NGSL 2255],,,,
1243,resort,noun,B1,2256,내용어,[CEFR-J B1][NGSL 2256],,,,
1244,iron,noun,B1,2257,내용어,[CEFR-J B1][NGSL 2257],,,,
1245,broadcast,noun,B1,2258,내용어,[CEFR-J B1][NGSL 2258],,,,
1246,membership,noun,B1,2259,내용어,[CEFR-J B1][NGSL 2259],,,,
1247,blind,adjective,B1,2261,내용어,[CEFR-J B1][NGSL 2261],,,,
1248,pure,adjective,B1,2262,내용어,[CEFR-J B1][NGSL 2262],,,,
1249,quantity,noun,B1,2265,내용어,[CEFR-J B1][NGSL 2265],,,,
1250,bend,verb,A2,2266,내용어,[CEFR-J A2][NGSL 2266],,,,
1251,briefly,adverb,B1,2268,기능어,[CEFR-J B1][NGSL 2268],,,,
1252,alarm,noun,A2,2269,내용어,[CEFR-J A2][NGSL 2269],,,,
1253,disturb,verb,A2,2270,내용어,[CEFR-J A2][NGSL 2270],,,,
1254,flood,noun,A2,2272,내용어,[CEFR-J A2][NGSL 2272],,,,
1255,poverty,noun,B1,2273,내용어,[CEFR-J B1][NGSL 2273],,,,
1256,crazy,adjective,A2,2274,내용어,[CEFR-J A2][NGSL 2274],,,,
1257,newly,adverb,B1,2276,기능어,[CEFR-J B1][NGSL 2276],,,,
1258,gender,noun,A2,2278,내용어,[CEFR-J A2][NGSL 2278],,,,
1259,sponsor,noun,B1,2279,내용어,[CEFR-J B1][NGSL 2279],,,,
1260,boot,noun,B1,2280,내용어,[CEFR-J B1][NGSL 2280],,,,
1261,accurate,adjective,B1,2281,내용어,[CEFR-J B1][NGSL 2281],,,,
1262,dealer,noun,B1,2282,내용어,[CEFR-J B1][NGSL 2282],,,,
1263,burden,noun,B1,2284,내용어,[CEFR-J B1][NGSL 2284],,,,
1264,desert,noun,A2,2285,내용어,[CEFR-J A2][NGSL 2285],,,,
1265,occasionally,adverb,B1,2287,기능어,[CEFR-J B1][NGSL 2287],,,,
1266,discovery,noun,B1,2290,내용어,[CEFR-J B1][NGSL 2290],,,,
1267,frequency,noun,B1,2293,내용어,[CEFR-J B1][NGSL 2293],,,,
1268,tap,noun,A2,2295,내용어,[CEFR-J A2][NGSL 2295],,,,
1269,philosophy,noun,B1,2296,내용어,[CEFR-J B1][NGSL 2296],,,,
1270,lip,noun,A2,2297,내용어,[CEFR-J A2][NGSL 2297],,,,
1271,approval,noun,B1,2300,내용어,[CEFR-J B1][NGSL 2300],,,,
1272,grab,verb,B1,2301,내용어,[CEFR-J B1][NGSL 2301],,,,
1273,lend,verb,A2,2303,내용어,[CEFR-J A2][NGSL 2303],,,,
1274,digital,adjective,B1,2307,내용어,[CEFR-J B1][NGSL 2307],,,,
1275,translate,verb,B1,2308,내용어,[CEFR-J B1][NGSL 2308],,,,
1276,deposit,noun,B1,2311,내용어,[CEFR-J B1][NGSL 2311],,,,
1277,pleasant,adjective,A2,2312,내용어,[CEFR-J A2][NGSL 2312],,,,
1278,overseas,adverb,A2,2313,기능어,[CEFR-J A2][NGSL 2313],,,,
1279,establishment,noun,B1,2315,내용어,[CEFR-J B1][NGSL 2315],,,,
1280,summary,noun,A2,2316,내용어,[CEFR-J A2][NGSL 2316],,,,
1281,rough,adjective,B1,2317,내용어,[CEFR-J B1][NGSL 2317],,,,
1282,recovery,noun,B1,2319,내용어,[CEFR-J B1][NGSL 2319],,,,
1283,exact,adjective,B1,2325,내용어,[CEFR-J B1][NGSL 2325],,,,
1284,drag,verb,B1,2330,내용어,[CEFR-J B1][NGSL 2330],,,,
1285,mount,noun,B1,2331,내용어,[CEFR-J B1][NGSL 2331],,,,
1286,wrap,noun,B1,2332,내용어,[CEFR-J B1][NGSL 2332],,,,
1287,dependent,adjective,B1,2334,내용어,[CEFR-J B1][NGSL 2334],,,,
1288,angle,noun,B1,2336,내용어,[CEFR-J B1][NGSL 2336],,,,
1289,anxiety,noun,B1,2338,내용어,[CEFR-J B1][NGSL 2338],,,,
1290,virus,noun,B1,2339,내용어,[CEFR-J B1][NGSL 2339],,,,
1291,teenager,noun,A2,2344,내용어,[CEFR-J A2][NGSL 2344],,,,
1292,admire,verb,A2,2345,내용어,[CEFR-J A2][NGSL 2345],,,,
1293,moderate,adjective,B1,2346,내용어,[CEFR-J B1][NGSL 2346],,,,
1294,surgery,noun,B1,2347,내용어,[CEFR-J B1][NGSL 2347],,,,
1295,significance,noun,B1,2349,내용어,[CEFR-J B1][NGSL 2349],,,,
1296,illegal,adjective,A2,2351,내용어,[CEFR-J A2][NGSL 2351],,,,
1297,charity,noun,B1,2352,내용어,[CEFR-J B1][NGSL 2352],,,,
1298,cigarette,noun,A2,2354,내용어,[CEFR-J A2][NGSL 2354],,,,
1299,constitute,verb,B1,2355,내용어,[CEFR-J B1][NGSL 2355],,,,
1300,historian,noun,B1,2358,내용어,[CEFR-J B1][NGSL 2358],,,,
1301,visual,adjective,B1,2360,내용어,[CEFR-J B1][NGSL 2360],,,,
1302,stupid,adjective,B1,2361,내용어,[CEFR-J B1][NGSL 2361],,,,
1303,twin,noun,B1,2364,내용어,[CEFR-J B1][NGSL 2364],,,,
1304,eastern,adjective,B1,2366,내용어,[CEFR-J B1][NGSL 2366],,,,
1305,forecast,noun,B1,2367,내용어,[CEFR-J B1][NGSL 2367],,,,
1306,custom,noun,A2,2369,내용어,[CEFR-J A2][NGSL 2369],,,,
1307,adapt,verb,B1,2370,내용어,[CEFR-J B1][NGSL 2370],,,,
1308,sand,noun,B1,2371,내용어,[CEFR-J B1][NGSL 2371],,,,
1309,charm,noun,B1,2374,내용어,[CEFR-J B1][NGSL 2374],,,,
1310,react,verb,B1,2375,내용어,[CEFR-J B1][NGSL 2375],,,,
1311,lecture,noun,B1,2376,내용어,[CEFR-J B1][NGSL 2376],,,,
1312,compound,noun,B1,2378,내용어,[CEFR-J B1][NGSL 2378],,,,
1313,rescue,noun,B1,2379,내용어,[CEFR-J B1][NGSL 2379],,,,
1314,mess,noun,B1,2380,내용어,[CEFR-J B1][NGSL 2380],,,,
1315,preference,noun,B1,2381,내용어,[CEFR-J B1][NGSL 2381],,,,
1316,league,noun,B1,2384,내용어,[CEFR-J B1][NGSL 2384],,,,
1317,rapid,adjective,B1,2387,내용어,[CEFR-J B1][NGSL 2387],,,,
1318,cancel,verb,B1,2388,내용어,[CEFR-J B1][NGSL 2388],,,,
1319,regret,verb,A2,2389,내용어,[CEFR-J A2][NGSL 2389],,,,
1320,beneath,preposition,B1,2392,기능어,[CEFR-J B1][NGSL 2392],,,,
1321,resist,verb,B1,2394,내용어,[CEFR-J B1][NGSL 2394],,,,
1322,absolute,adjective,B1,2396,내용어,[CEFR-J B1][NGSL 2396],,,,
1323,dare,verb,B1,2399,내용어,[CEFR-J B1][NGSL 2399],,,,
1324,rid,verb,B1,2401,내용어,[CEFR-J B1][NGSL 2401],,,,
1325,ruin,verb,A2,2403,내용어,[CEFR-J A2][NGSL 2403],,,,
1326,bury,verb,A2,2404,내용어,[CEFR-J A2][NGSL 2404],,,,
1327,tendency,noun,B1,2406,내용어,[CEFR-J B1][NGSL 2406],,,,
1328,frequent,adjective,B1,2407,내용어,[CEFR-J B1][NGSL 2407],,,,
1329,motor,noun,B1,2408,내용어,[CEFR-J B1][NGSL 2408],,,,
1330,survival,noun,B1,2409,내용어,[CEFR-J B1][NGSL 2409],,,,
1331,counter,verb,B1,2410,내용어,[CEFR-J B1][NGSL 2410],,,,
1332,possess,verb,B1,2411,내용어,[CEFR-J B1][NGSL 2411],,,,
1333,permission,noun,A2,2412,내용어,[CEFR-J A2][NGSL 2412],,,,
1334,valley,noun,A2,2413,내용어,[CEFR-J A2][NGSL 2413],,,,
1335,float,noun,A2,2414,내용어,[CEFR-J A2][NGSL 2414],,,,
1336,mad,adjective,A2,2415,내용어,[CEFR-J A2][NGSL 2415],,,,
1337,greatly,adverb,A2,2416,기능어,[CEFR-J A2][NGSL 2416],,,,
1338,visible,adjective,B1,2417,내용어,[CEFR-J B1][NGSL 2417],,,,
1339,electric,adjective,A2,2418,내용어,[CEFR-J A2][NGSL 2418],,,,
1340,impressive,adjective,B1,2419,내용어,[CEFR-J B1][NGSL 2419],,,,
1341,awareness,noun,B1,2421,내용어,[CEFR-J B1][NGSL 2421],,,,
1342,violent,adjective,A2,2422,내용어,[CEFR-J A2][NGSL 2422],,,,
1343,slave,noun,A2,2423,내용어,[CEFR-J A2][NGSL 2423],,,,
1344,architecture,noun,A2,2425,내용어,[CEFR-J A2][NGSL 2425],,,,
1345,acceptable,adjective,A2,2426,내용어,[CEFR-J A2][NGSL 2426],,,,
1346,journal,noun,B1,2427,내용어,[CEFR-J B1][NGSL 2427],,,,
1347,coal,noun,B1,2428,내용어,[CEFR-J B1][NGSL 2428],,,,
1348,measurement,noun,B1,2429,내용어,[CEFR-J B1][NGSL 2429],,,,
1349,successfully,adverb,A2,2431,기능어,[CEFR-J A2][NGSL 2431],,,,
1350,burst,verb,B1,2434,내용어,[CEFR-J B1][NGSL 2434],,,,
1351,buyer,noun,B1,2436,내용어,[CEFR-J B1][NGSL 2436],,,,
1352,mutual,adjective,B1,2437,내용어,[CEFR-J B1][NGSL 2437],,,,
1353,rail,noun,B1,2438,내용어,[CEFR-J B1][NGSL 2438],,,,
1354,motivate,verb,B1,2439,내용어,[CEFR-J B1][NGSL 2439],,,,
1355,laboratory,noun,B1,2440,내용어,[CEFR-J B1][NGSL 2440],,,,
1356,promotion,noun,B1,2442,내용어,[CEFR-J B1][NGSL 2442],,,,
1357,passion,noun,B1,2443,내용어,[CEFR-J B1][NGSL 2443],,,,
1358,champion,noun,B1,2444,내용어,[CEFR-J B1][NGSL 2444],,,,
1359,dust,noun,A2,2446,내용어,[CEFR-J A2][NGSL 2446],,,,
1360,dedicate,verb,B1,2447,내용어,[CEFR-J B1][NGSL 2447],,,,
1361,roughly,adverb,A2,2448,기능어,[CEFR-J A2][NGSL 2448],,,,
1362,compromise,noun,B1,2453,내용어,[CEFR-J B1][NGSL 2453],,,,
1363,accomplish,verb,B1,2454,내용어,[CEFR-J B1][NGSL 2454],,,,
1364,weakness,noun,B1,2455,내용어,[CEFR-J B1][NGSL 2455],,,,
1365,announcement,noun,B1,2456,내용어,[CEFR-J B1][NGSL 2456],,,,
1366,salt,noun,A2,2457,내용어,[CEFR-J A2][NGSL 2457],,,,
1367,glance,noun,B1,2458,내용어,[CEFR-J B1][NGSL 2458],,,,
1368,embarrass,verb,B1,2462,내용어,[CEFR-J B1][NGSL 2462],,,,
1369,gallery,noun,A2,2463,내용어,[CEFR-J A2][NGSL 2463],,,,
1370,genetic,adjective,B1,2464,내용어,[CEFR-J B1][NGSL 2464],,,,
1371,aggressive,adjective,B1,2465,내용어,[CEFR-J B1][NGSL 2465],,,,
1372,chest,noun,A2,2466,내용어,[CEFR-J A2][NGSL 2466],,,,
1373,format,noun,B1,2467,내용어,[CEFR-J B1][NGSL 2467],,,,
1374,literary,adjective,B1,2468,내용어,[CEFR-J B1][NGSL 2468],,,,
1375,govern,verb,B1,2469,내용어,[CEFR-J B1][NGSL 2469],,,,
1376,praise,noun,B1,2471,내용어,[CEFR-J B1][NGSL 2471],,,,
1377,silent,adjective,B1,2472,내용어,[CEFR-J B1][NGSL 2472],,,,
1378,pump,noun,B1,2473,내용어,[CEFR-J B1][NGSL 2473],,,,
1379,publisher,noun,B1,2474,내용어,[CEFR-J B1][NGSL 2474],,,,
1380,golf,noun,A2,2476,내용어,[CEFR-J A2][NGSL 2476],,,,
1381,classical,adjective,B1,2478,내용어,[CEFR-J B1][NGSL 2478],,,,
1382,weigh,verb,A2,2479,내용어,[CEFR-J A2][NGSL 2479],,,,
1383,modify,verb,B1,2482,내용어,[CEFR-J B1][NGSL 2482],,,,
